id	title	 description	content_type	organisation_id	url	creator_id	created	publication_date
66	Cannabis producer Rubicon reports quarterly profit of nearly CA$900,000	Rubicon Organics reported a modest profit of 889,166 Canadian dollars ($656,000) in its fourth quarter ended Dec. 31, 2023, but the Canadian cannabis producers loss for the fiscal year amounted to CA$1.1 million.	article		https://mjbizdaily.com/canadian-cannabis-producer-rubicon-reports-modest-quarterly-profit/		1715376400	March 28, 2024
67	New Zealand cannabis company Cannasouth reviewing financial health	New Zealand medical cannabis company Cannasouth Limited has entered voluntary administration, a process that allows for an administrator to review and rearrange the financial affairs of insolvent or near-insolvent companies.	article		https://mjbizdaily.com/new-zealand-cannabis-company-cannasouth-reviewing-financial-health/		1715376400	March 28, 2024
68	Ontario eyes CA$600 million cannabis windfall, pledges online crackdown	Ontarios provincial government is budgeting for a record windfall of more than 600 million Canadian dollars ($442 million) in the next fiscal year from cannabis wholesale profits and its portion of the federal excise tax.	article		https://mjbizdaily.com/ontario-eyes-ca600-million-cannabis-windfall-pledges-online-crackdown/		1715376400	March 27, 2024
69	AFC Gamma provides $34 million to Sunburn Cannabis in debt capital	Marijuana industry lender AFC Gamma provided $34 million in debt capital to Florida-based dispensary operator Sunburn Cannabis.	article		https://mjbizdaily.com/afc-gamma-provides-34-million-to-sunburn-cannabis-in-debt-capital/		1715376400	March 27, 2024
70	Canadian cannabis producer Organigram enters US, plans CA$25 million raise	Organigram Holdings has dipped into its strategic investment pool to pick up a minority stake in Roxboro, North Carolina-based Open Book Extracts as part of its plan to target emerging cannabis markets in the United States and elsewhere.	article		https://mjbizdaily.com/canadian-cannabis-producer-organigram-enters-us-plans-ca25-million-raise/		1715376400	March 27, 2024
71	Massachusetts cannabis regulator expanding secret shopper program	Massachusetts Cannabis Control Commission (CCC) is reportedly working to expand a secret shopper program as it tries to regulate issues with marijuana packaging and labeling compliance.	article		https://mjbizdaily.com/massachusetts-expanding-cannabis-secret-shopper-program/		1715376400	March 26, 2024
72	Auxly auditor flags going concern risk as cannabis firm reports smaller loss	Auxly Cannabis Groups record 2023 sales helped substantially improve its net loss, but an auditor flagged a significant doubt over the companys ability to continue as a going concern.	article		https://mjbizdaily.com/auxly-cannabis-auditor-flags-going-concern-risk-despite-smaller-loss/		1715376400	March 25, 2024
73	Maryland cannabis retail zoning would be less restrictive under new bill	Maryland county governments could have less control on where recreational cannabis stores set up shop if a bill that moved ahead in the state General Assembly is passed into law.	article		https://mjbizdaily.com/maryland-cannabis-retail-zoning-would-be-less-restrictive-under-new-bill/		1715376400	March 25, 2024
74	Germany recreational cannabis legalization bill clears last hurdle	Germanys landmark recreational cannabis law will go into effect on April 1 after clearing the final regulatory hurdle on Friday.	article		https://mjbizdaily.com/germany-recreational-cannabis-legalization-bill-clears-last-hurdle/		1715376400	March 22, 2024
75	Canadian cannabis operator SNDL halves annual loss to CA$176.6 million	Alberta cannabis and alcohol company SNDL cut its annual loss in fiscal 2023 in half  to 176.6 million Canadian dollars ($130.5 million)  on strong sales growth.	article		https://mjbizdaily.com/canadian-cannabis-operator-sndl-halves-annual-loss-to-ca176-6-million/		1715376400	March 21, 2024
76	280E, new markets and wholesale revenue highlight cannabis earnings season	Tax strategies took the spotlight in fourth-quarter financial reports from publicly traded U.S. cannabis companies.	article		https://mjbizdaily.com/280e-new-markets-wholesale-revenue-top-cannabis-earnings-season/		1715376400	March 21, 2024
77	Kansas medical cannabis proposal would be among nations strictest	Seriously ill people in Kansas would be able to access nonsmokable medical cannabis from pharmacies if a bill introduced in the state Senate becomes law.	article		https://mjbizdaily.com/kansas-medical-cannabis-proposal-would-be-among-strictest/		1715376400	March 20, 2024
78	Marijuana MSO The Cannabist Co. raises $25.75 million	Marijuana multistate operator The Cannabist Co. raised $25.75 million in senior secured convertible debentures.	article		https://mjbizdaily.com/marijuana-mso-the-cannabist-co-raises-25-75-million/		1715376400	March 20, 2024
79	Florida bill aims to award medical cannabis licenses to 3 Black farmers	Florida lawmakers are again trying to expand the number of medical cannabis licenses reserved for Black farmers in the state  a contentious issue that has been under debate for years.	article		https://mjbizdaily.com/florida-bill-aims-to-award-medical-cannabis-licenses-to-3-black-farmers/		1715376400	March 19, 2024
80	New York governor orders exam of cannabis regulator, adult-use licensing	New Yorks governor has ordered examiners to assess the states cannabis regulator and processes related to adult-use licensing.	article		https://mjbizdaily.com/new-york-governor-orders-exam-of-cannabis-regulator-adult-use-licensing/		1715376400	March 18, 2024
81	Retailer High Tide acquires premium cannabis brand Queen of Bud for CA$1M	Canadian cannabis retailer High Tide has entered into a definitive agreement to acquire high-end brand Queen of Bud, including all intellectual property, trademarks and other assets.	article		https://mjbizdaily.com/high-tide-acquires-cannabis-brand-queen-of-bud/		1715376400	March 18, 2024
82	How R&D cannabis lines help cultivators conduct market research	R&D cannabis lines  or limited-edition, small-batch flower  can create a line of communication between cultivators and consumers, enabling marijuana operators to conduct market research while still bringing in revenue.	article		https://mjbizdaily.com/how-limited-edition-cannabis-lines-help-cultivators-conduct-market-research/		1715376400	March 18, 2024
83	Retailer High Tide reports break-even net income, record cannabis sales	Canadian cannabis retailer High Tide reported break-even net income and positive free cash flow in its financial results for the first quarter of fiscal 2024.	article		https://mjbizdaily.com/high-tide-reports-break-even-net-income-record-cannabis-sales/		1715376400	March 15, 2024
84	Canadas finance minister warned about cannabis industry financial distress	Canadian Finance Minister Chrystia Freeland was warned last fall about systemic financial distress facing the countrys cannabis producers, including skyrocketing tax debt and widespread insolvencies.	article		https://mjbizdaily.com/canada-finance-minister-warned-about-cannabis-industry-financial-distress/		1715376400	March 15, 2024
85	Trulieve Cannabis files lawsuit against ex-CFO contesting $350K in expenses	Florida-based marijuana multistate operator Trulieve Cannabis has filed a lawsuit against a former chief financial officer for misappropriating hundreds of thousands of dollars tied to personal expenses.	article		https://mjbizdaily.com/trulieve-cannabis-files-lawsuit-against-ex-cfo-contesting-350k-in-expenses/		1715376400	March 14, 2024
86	Jushi looks to boost efficiency as it awaits new adult-use cannabis markets	Multistate operator Jushi Holdings is trying to improve its efficiency and margins as it hopes for new adult-use cannabis markets in 2024.	article		https://mjbizdaily.com/jushi-looks-to-boost-efficiency-as-it-awaits-new-adult-use-cannabis-markets/		1715376400	March 14, 2024
87	Minnesota cracking down on illegal cannabis sales before adult-use launch	Cannabis retailers in Minnesota selling product before the state officially launches legal adult-use marijuana sales risk getting a $1 million fine and jeopardizing their chances of getting MJ business licenses when they become available later.	article		https://mjbizdaily.com/minnesota-cracking-down-on-illegal-cannabis-sales-before-adult-use-launch/		1715376400	March 13, 2024
88	Cresco posts $180 million full-year net loss as it looks to new cannabis markets	Cresco Labs posted a $180 million loss in 2023 as the Chicago-based cannabis multistate operator exited two state markets and saw its high-profile merger collapse.	article		https://mjbizdaily.com/cannabis-mso-cresco-posts-180-million-full-year-net-loss/		1715376400	March 13, 2024
89	The Cannabist looks to marijuana wholesale after arduous 2023	Marijuana multistate operator The Cannabist Co. is trying to improve its wholesale business as it moves on from what CEO David Hart described as an arduous 2023.	article		https://mjbizdaily.com/the-cannabist-looks-to-marijuana-wholesale-after-arduous-2023/		1715376400	March 13, 2024
90	Exploring cannabis as medicine: Q&A with researcher Jean Talleyrand	California-based Jean Talley sat down with MJBizDaily to share his perspective about medical cannabis research.	article		https://mjbizdaily.com/how-people-use-medical-cannabis-research/		1715376400	March 13, 2024
91	Cannabis MSO Ascend Wellness expecting 280E tax refunds	Multistate cannabis operator Ascend Wellness Holdings says it has filed amended federal tax returns for several years and expects to receive refunds, becoming the latest U.S. marijuana company to seek the return of tariffs paid under Section 280E of the Internal Revenue Code.	article		https://mjbizdaily.com/cannabis-mso-ascend-wellness-expecting-280e-tax-refunds/		1715376400	March 12, 2024
92	Israels IMC looks to spin out, sell cannabis unit in pivot to biotech sector	IM Cannabis Corp. is proposing a reverse merger with Israeli biotechnology firm Kadimastem in which it would spin out  and potentially sell  its existing medical marijuana operations in Israel and Germany.	article		https://mjbizdaily.com/imc-looks-to-spinout-sell-cannabis-unit-in-pivot-to-biotech-sector/		1715376400	March 11, 2024
93	Netherlands irons out wrinkles in cannabis experiment ahead of full summer launch	Dutch authorities have ironed out issues involving the Netherlands cannabis experiment, government and industry officials told MJBizDaily.	article		https://mjbizdaily.com/netherlands-irons-out-wrinkles-in-cannabis-experiment-ahead-of-full-launch/		1715376400	March 11, 2024
94	Colorado cannabis chain Maggies Farm hastily closes 5 stores	Colorado cannabis retail chain Maggies Farm is responding to criticism after it shuttered five locations in late February without warning employees.	article		https://mjbizdaily.com/colorado-cannabis-chain-maggies-farm-hastily-closes-5-stores/		1715376400	March 8, 2024
95	AFC Gamma is looking to finance unburdened cannabis borrowers	Publicly traded cannabis industry lender AFC Gamma reported nearly $16 million in net interest income for its fourth quarter ended Dec. 31, down 18.9% from the same quarter a year before.	article		https://mjbizdaily.com/afc-gamma-looks-to-unburdened-cannabis-borrowers/		1715376400	March 8, 2024
96	Opinion: How to prepare for cannabis inevitable future as a natural product	As cannabis marches toward becoming a category in the natural products and wellness CPG industry, its potential economic impact is immense.	article		https://mjbizdaily.com/how-to-prepare-for-cannabis-as-a-natural-product/		1715376400	March 8, 2024
97	California outdoor cannabis celebration Emerald Cup postponed until August	The 2024 Emerald Cup, the Northern California sun-grown cannabis celebration now in its 20th year, has been pushed from May until August.	article		https://mjbizdaily.com/california-cannabis-celebration-emerald-cup-postponed-until-august/		1715376400	March 7, 2024
98	Australian cannabis firm Cann Groups cash crunch raises concerns	The Australian Securities Exchange halted trading of Cann Group Limiteds shares after the companys auditor flagged concerns over financing and the cannabis producers first-half operating loss.	article		https://mjbizdaily.com/cannabis-firm-cann-group-au54-million-loss-raises-concerns/		1715376400	March 7, 2024
99	New medical cannabis trade group launches in Florida	A new industry trade group, the Florida Medical Marijuana Trade Association, has been formed to lobby for policies favorable to the states cannabis sector.	article		https://mjbizdaily.com/new-medical-cannabis-trade-group-launches-in-florida/		1715376400	March 6, 2024
100	Second round for Missouri cannabis microbusiness applications set for April	Missouri regulators will begin accepting the second round of adult-use cannabis microbusiness applications April 15-29.	article		https://mjbizdaily.com/second-round-for-missouri-cannabis-microbusiness-applications-set-for-april/		1715376400	March 6, 2024
101	Amsterdam denied inclusion in Dutch cannabis experiment	The lower house of Parliament in the Netherlands rejected the addition of Amsterdamto the countrys cannabis cultivation and distribution experiment, meaning the number of cities set to take part when the pilot fully launches this summer will remain at 10.	article		https://mjbizdaily.com/amsterdam-denied-inclusion-in-dutch-cannabis-experiment/		1715376400	March 6, 2024
102	Kentucky bill would expand medical cannabis qualifying conditions	A Republican lawmaker in Kentucky has introduced a bill to widely expand qualifying conditions for medical cannabis patients as the state preps to launch an MMJ program next year.	article		https://mjbizdaily.com/kentucky-bill-would-expand-medical-cannabis-qualifying-conditions/		1715376400	March 5, 2024
103	THC potency in Oklahomas medical cannabis is inflated, testing lab alleges	Oklahoma medical cannabis is frequently less potent than advertised, according to the manager of licensed lab Havard Industries.	article		https://mjbizdaily.com/thc-potency-in-oklahoma-medical-cannabis-is-inflated/		1715376400	March 5, 2024
104	Corruption allegations highlight risk-reward of limited cannabis licenses	Rejected for a coveted cannabis retail license in an affluent California wine country town, a small marijuana retail chain is alleging in a lawsuit that political contributions from competing applicants tainted the process.	article		https://mjbizdaily.com/corruption-allegations-highlight-risks-of-limited-marijuana-licenses/		1715376400	March 5, 2024
105	Cannabis producer Cronos narrows 2023 loss to $74.5 million	Canadian cannabis producer Cronos Group cut its loss in half in 2023, reporting a deficit of $74.5 million (101 million Canadian dollars).	article		https://mjbizdaily.com/cannabis-producer-cronos-narrows-2023-loss-to-74-5-million/		1715376400	March 4, 2024
106	Canadas unpaid cannabis taxes soar 72% to almost CA$300 million	A growing number of Canadian cannabis producers continue to rack up tax debt, which could lead to a meaningful number of companies going out of business if theyre unable to make those payments, according to the latest tax data and industry analysts.	article		https://mjbizdaily.com/canada-unpaid-cannabis-taxes-soar-to-almost-ca300-million/		1715376400	March 4, 2024
107	Curio fined $26,000 for selling cannabis retrieved from dumpster, other offenses	Multistate operator Curio Wellness was fined $26,000 by Maryland regulators after reviewing video footage of employees at its flagship Maryland store retrieving cannabis from a dumpster that was later sold to medical patients and consumers.	article		https://mjbizdaily.com/curio-fined-for-selling-cannabis-retrieved-from-dumpster-other-offenses/		1715376400	March 1, 2024
108	Aurora Cannabis repays remainder of convertible senior debt	Aurora Cannabis says it has repaid the remaining balance of its convertible senior notes, a landmark in the Canadian producers efforts to cut its debt and save on interest payments.	article		https://mjbizdaily.com/aurora-cannabis-repays-remainder-of-convertible-senior-debt/		1715376400	March 1, 2024
109	Cannabis firm BZAM granted creditor protection with massive unpaid tax bills	Canadian cannabis firm BZAM, which merged with The Green Organic Dutchman in 2022, has been granted creditor protection to restructure the business and pursue a sale process.	article		https://mjbizdaily.com/cannabis-firm-bzam-granted-creditor-protection-with-massive-unpaid-tax-bills/		1715376400	March 1, 2024
110	Michigan, Georgia raids net thousands of cannabis plants, hundreds of pounds	Recent law enforcement raids in Michigan and Georgia have resulted in the seizure of thousands of plants and hundreds of pounds of cannabis.	article		https://mjbizdaily.com/michigan-georgia-raids-net-thousands-of-cannabis-plants-hundreds-of-pounds/		1715376400	February 29, 2024
111	Trulieve Cannabis reports receiving $113 million in 280E tax refunds	Marijuana multistate operator Trulieve Cannabis Corp. revealed that it has received $113 million worth of tax refunds as it challenges what it owes under Section 280E of the Internal Revenue Code.	article		https://mjbizdaily.com/trulieve-cannabis-reports-receiving-113-million-in-280e-tax-refunds/		1715376400	February 29, 2024
112	How to improve cannabis drying, curing methods: Q&A with researcher Allison Justice	Researcher Allison Justice is putting federally legal hemp under the microscope to better-understand the cannabis plants physiology.	article		https://mjbizdaily.com/improving-cannabis-drying-and-curing-methods/		1715376400	February 29, 2024
113	Australias ECS Botanics reports record first-half cannabis revenue of AU$11.3M	Australia-based ECS Botanics Holdings reported profitable operations for the six months ended Dec. 31, 2023, on increased medical cannabis revenue.	article		https://mjbizdaily.com/australia-ecs-botanics-reports-record-first-half-cannabis-revenue/		1715376400	February 28, 2024
114	White couple at center of social equity lawsuits in multiple cannabis markets	Lawsuits by a white couple from California, Jeffrey and Justyna Jensen, have disrupted social equity programs in multiple cannabis markets.	article		https://mjbizdaily.com/white-couple-at-center-of-multiple-cannabis-social-equity-lawsuits/		1715376400	February 28, 2024
115	Cannabis labor poised for rebound in 2024, survey predicts	Cannabis job numbers could rebound in 2024 after a tough period marked by thousands of layoffs in the industry.	article		https://mjbizdaily.com/cannabis-labor-poised-for-rebound-in-2024-survey-predicts/		1715376400	February 27, 2024
116	Millions in fines unpaid by New Yorks unlicensed cannabis retailers	The vast majority of fines levied against unlicensed cannabis retailers in New York have not been paid, underscoring the ongoing enforcement challenges in the struggling market.	article		https://mjbizdaily.com/millions-in-fines-unpaid-by-new-yorks-unlicensed-cannabis-retailers/		1715376400	February 26, 2024
117	Canadian government hiking cannabis regulatory fees in April	The Canadian government is increasing eight regulatory fees levied on the regulated cannabis industry beginning April 1.	article		https://mjbizdaily.com/canadian-government-hiking-cannabis-regulatory-fees-in-april/		1715376400	February 26, 2024
118	Virginia adult-use cannabis sales could begin in May 2025 under compromise bill	Adult-use cannabis sales in Virginia would finally begin in May 2025 under a compromise proposal that advanced in the states Democratic-controlled General Assembly.	article		https://mjbizdaily.com/virginia-adult-use-cannabis-sales-could-begin-in-may-2025-under-compromise-bill/		1715376400	February 23, 2024
119	US receives first DEA-sanctioned cannabis import from Jamaica	A Canadian-Jamaican company comprised of former veterans of Steep Hill Labs and Canopy Growth Corp. has shipped what it claims is the first Drug Enforcement Administration-sanctioned export of cannabis products from Jamaica to the United States.	article		https://mjbizdaily.com/us-receives-first-dea-sanctioned-cannabis-import-from-jamaica/		1715376400	February 23, 2024
120	Germanys quasi legalization cannabis law approved; medical boost expected	Germanys chief legislative body on Friday approved a landmark recreational cannabis bill thats being simultaneously hailed as a generational milestone and quasi legalization because the new law stops short of implementing a framework for the distribution and retail sale of adult-use products.	article		https://mjbizdaily.com/germany-legalizes-cannabis-on-limited-basis-medical-benefits-home-cultivation/		1715376400	February 23, 2024
121	Cannabis delivery workers at Californias Amuse join Teamsters	More workers at Southern California cannabis delivery company Amuse have joined the International Brotherhood of Teamsters, marking another victory in the labor unions push to organize legal cannabis workers.	article		https://mjbizdaily.com/cannabis-delivery-workers-at-californias-amuse-join-teamsters/		1715376400	February 22, 2024
122	Canadian recreational cannabis sales surpass CA$5 billion in 2023	Canadian recreational cannabis sales were worth 5.07 billion Canadian dollars ($3.8 billion) in 2023, an increase of 12.2% compared to 2022, according to government retail sales data released Thursday.	article		https://mjbizdaily.com/canadian-recreational-cannabis-sales-surpass-ca5-billion-in-2023/		1715376400	February 22, 2024
123	Cookies sued again by cannabis retail partner in $100 million dispute	Leading cannabis brand Cookies is in a widening legal dispute with its partner in dozens of adult-use marijuana stores.	article		https://mjbizdaily.com/cookies-sued-by-cannabis-retail-partner-in-100-million-dispute/		1715376400	February 22, 2024
124	Opinion: What to consider when buying a Florida medical cannabis business license	When Florida legalizes adult use, medical cannabis business licenses likely will become valuable, but prospective buyers should perform significant diligence before committing.	article		https://mjbizdaily.com/what-to-consider-when-purchasing-a-florida-medical-marijuana-business-license/		1715376400	February 21, 2024
125	Aurora Cannabis appoints new chief financial officer, consolidates shares	Aurora Cannabis appointed Simona King, a veteran executive of multinational pharmaceutical company Bristol Myers Squibb, as chief financial officer.	article		https://mjbizdaily.com/aurora-cannabis-appoints-new-chief-financial-officer-consolidates-shares/		1715376400	February 20, 2024
126	First cannabis consumption lounge licensed in Nevada after final OK	The first license for a cannabis consumption lounge in Nevada has been issued to a business Las Vegas.	article		https://mjbizdaily.com/first-cannabis-consumption-lounge-licensed-in-nevada/		1715376400	February 16, 2024
127	British Columbia allows promotion of outdoor cannabis consumption areas	British Columbia is allowing certain license holders to promote outdoor cannabis consumption areas in a bid to improve hospitality and tourism business opportunities for the industry.	article		https://mjbizdaily.com/british-columbia-allows-promotion-of-outdoor-cannabis-consumption-areas/		1715376400	February 16, 2024
128	Delawares adult-use cannabis sales launch delayed until 2025	Delawares launch of adult-use cannabis sales has been pushed back to 2025.	article		https://mjbizdaily.com/delaware-adult-use-cannabis-sales-launch-delayed-until-2025/		1715376400	February 16, 2024
129	Ukraines Zelenskyy signs medical cannabis bill into law	Ukraine President Volodymyr Zelenskyy has signed the countrys medical cannabis legislation into law, setting the legal stage for the creation of Europes newest medical market.	article		https://mjbizdaily.com/volodymyr-zelenskyy-signs-ukraine-medical-cannabis-bill-into-law/		1715376400	February 15, 2024
130	Quebec cannabis store SQDC posts CA$33 million third-quarter net income	Quebecs government-owned cannabis retail monopoly reported net income of $33 million Canadian dollars ($24.5 million) for its third quarter.	article		https://mjbizdaily.com/quebec-cannabis-store-sqdc-posts-ca33-million-third-quarter-net-income/		1715376400	February 15, 2024
131	Real estate getting easier to access: Q&A with Story Cannabis CEO Jason Vedadi	Real estate is one of the first major hurdles cannabis entrepreneurs must tackle when launching a business.	article		https://mjbizdaily.com/is-cannabis-real-estate-getting-easier-to-access/		1715376400	February 15, 2024
132	MedMen lays off 25 cannabis workers at suburban Chicago store	MedMen Enterprises initiated more layoffs last week, this time at a cannabis store in suburban Chicago, MJBizDaily has learned.	article		https://mjbizdaily.com/medmen-lays-off-25-cannabis-workers-at-suburban-chicago-store/		1715376400	February 14, 2024
133	Blm to acquire 3 California cannabis stores for $9.7 million	California marijuana company Blm Holdings plans to acquire three Sacramento cannabis retail stores from Operators Only Corp.	article		https://mjbizdaily.com/blum-to-acquire-3-california-cannabis-stores-for-9-7-million/		1715376400	February 14, 2024
134	Wisconsin governor says hell settle for medical cannabis legalization	Wisconsin Gov. Tony Evers has been unsuccessful in his attempts to fully legalize marijuana in the state, but now he says hell support a Republican plan to legalize medical cannabis.	article		https://mjbizdaily.com/wisconsin-governor-will-settle-for-medical-cannabis-legalization/		1715376400	January 5, 2024
135	Heavy outside influence in Missouri cannabis micro licensing, report says	A new state-issued report on Missouris cannabis industry provides new insights regarding the application process, approvals and disqualifications for newly created microbusiness licenses.	article		https://mjbizdaily.com/heavy-outside-influence-in-missouri-cannabis-microbusiness-licensing/		1715376400	January 4, 2024
136	New Mexico fines, revokes licenses of 2 cannabis operations	New Mexico regulators revoked the licenses of two cannabis facilities operating in close proximity and issued $1 million fines to each for violations such as growing too many plants and not complying with the mandated track-and-trace system.	article		https://mjbizdaily.com/new-mexico-fines-revokes-licenses-of-2-cannabis-operations/		1715376400	January 4, 2024
137	Largest cannabis MSOs lay out modest expansion plans for 2024	Several of the nations largest cannabis companies have already mapped out their retail expansion plans in 2024, a consequence of licensing caps, limited new market opportunities and ongoing capital concerns.	article		https://mjbizdaily.com/largest-cannabis-msos-lay-out-modest-expansion-plans-for-2024/		1715376400	January 4, 2024
138	Auxly Cannabis inks tentative deal with lenders on credit facility	Auxly Cannabis Group has signed a nonbinding term sheet to amend the credit facility between a syndicate of lenders and its wholly owned subsidiary, Auxly Leamington.	article		https://mjbizdaily.com/auxly-cannabis-inks-tentative-deal-with-lenders-on-credit-facility/		1715376400	January 3, 2024
139	Village Farms sends first cannabis shipment to growing UK market	Village Farms International has sent its first shipment of two cannabis brands to the growing United Kingdom market.	article		https://mjbizdaily.com/village-farms-sends-first-cannabis-shipment-to-united-kingdom/		1715376400	January 3, 2024
140	Cannabis operators say they have little to show for track-and-trace investments	With 23 state contracts for cannabis track-and-trace software, Metrc dominates the space. But operators question the need for the software.	article		https://mjbizdaily.com/cannabis-track-and-trace-expenditures-offer-little-return/		1715376400	January 3, 2024
141	Trulieve Cannabis closes $25 million loan, hires new CFO	Florida-based multistate operator Trulieve Cannabis secured a $25 million loan and hired a new chief financial officer.	article		https://mjbizdaily.com/trulieve-cannabis-closes-25-million-loan-hires-new-cfo/		1715376400	January 2, 2024
142	Fourth cannabis store opens in Indigenous community in Alberta	High Tide has opened the doors for its Canna Cabana cannabis store on the Tsuutina Nation in the province of Alberta.	article		https://mjbizdaily.com/fourth-cannabis-store-opens-in-indigenous-community-in-alberta/		1715376400	January 2, 2024
